Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"13080220","1","13080251","","2012-10-25 17:48:46","","6","5002","<p>Does the order of properties in a CSS declaration have an effect on the rendering of the HTML?</p>
","513909","Pete","","","","2012-10-26 03:16:39","How important is CSS property order?","<css>","4","1","","",""
"615479","1","","","2009-03-05 16:14:55","","6","5003","<p>I am at present dealing with a corrupt TrueType font. Programs available to me tell me there is a problem with the <a href=""http://developer.apple.com/textfonts/ttrefman/rm06/Chap6maxp.html"" rel=""noreferrer""><code>maxp</code></a> table -- the <code>maxContours</code> member has a value that is too large. Is there a sure-fire way to detect when a <code>maxContours</code> value is too high or too low (yes that too can be a problem)? (Fonts are programs so one way to detect a font file is good is to execute them, but this is not an acceptable solution for me.)</p>

<p>I don't need a font library because I can't add one. I have already rolled my own TrueType font parser. What remains is to check if a given value of the above mentioned table is incorrect. I'll then add my parser and the checks to my product.</p>

<p>I don't have the option of rebuilding the font. I am a consumer -- I need to detect if the incoming font is corrupt or not and if it is bail out with as little work done as possible.</p>

<p>In case it helps -- I'm on Windows XP/Vista both 32 &amp; 64 bit and their server versions!</p>
","66692","dirkgently","66692","dirkgently","2009-03-05 17:29:31","2012-01-29 22:58:18","Corrupt TrueType Font Detection","<fonts><true-type-fonts>","3","0","3","",""
"420825","1","420836","","2009-01-07 15:52:11","","13","5003","<p>I was reading about threading and about locking. It is common practise that you can't (well should not) lock a value type.</p>

<p>So the question is, what is the recommended way of locking a value type? I know there's a few ways to go about doing one thing but I haven't seen an example. Although there was a good thread on MSDN forums but I can't seem to find that now.</p>

<p>Thanks</p>
","32484","GSS","44853","lc","2009-01-07 15:53:45","2011-09-27 15:27:16","How to properly lock a value type?","<c#><locking>","4","1","3","",""
"487024","1","487286","","2009-01-28 09:36:56","","0","5003","<p>I need help to script all the databases on an SQL 2005 server and possibly view their activity (specifically the date of last activity).
I need to drop all databases that are NOT active on the server.</p>
","13370","Jangwenyi","13370","Jangwenyi","2009-01-28 14:08:05","2011-02-23 09:57:24","SQL Server 2000/5 - Script to get list of Active or Inactive databases (except system ones)","<sql-server>","4","1","1","",""
"605967","1","605995","","2009-03-03 11:08:54","","3","5003","<p>HTML:  </p>

<pre><code>&lt;td align=""center"" width=""100%""&gt;
&lt;a class=""Forum_ib_moderate"" href=""Default.aspx"" title=""Moderate""&gt;&lt;/a&gt;
&lt;a class=""Forum_ib_admin"" href=""Default.aspx"" title=""Admin""&gt;&lt;/a&gt;
...
</code></pre>

<p>CSS:  </p>

<pre><code>A.Forum_ib_moderate:link, A.Forum_ib_moderate:visited, A.Forum_ib_moderate:active, A.Forum_ib_moderate:hover
{
background-image: url(images/ib_moderate.png);
background-repeat: no-repeat;
background-position: center;
padding-left: 2px;
padding-right: 2px;
padding-top: 8px;
padding-bottom: 0px;
height: 35px;
width: 35px;
display:table-cell;
}

A.Forum_ib_admin:hover
{
background-image: url(images/ib_admin_hover.png);

}
</code></pre>

<p>the menu looks just fine in IE, shows up vertical in Firefox. If i turn off ""display:table-cell;"" style in Firebug and then turn it back on, it fixes that menu node.</p>

<p><a href=""https://i.stack.imgur.com/Fs5qm.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Fs5qm.jpg"" alt=""alt text""></a>
</p>

<p>any ideas?</p>

<p>p.s.: i don't want to mess with the menu itself, since it's a part of a DNN Forum 4.4.3. I'd rather fix the CSS to make it show correctly.</p>
","3661","rm","4751173","rm","2019-03-04 17:01:22","2019-03-04 17:01:22","CSS menu broken in Firefox (display:table-cell;)","<css><firefox><dotnetnuke><dotnetnuke-5>","4","0","","",""
"581859","1","581884","","2009-02-24 14:05:25","","3","5003","<p>I have the following statement</p>

<pre><code>DateTime now = DateTime.Now;
string test = string.Format(""{0}{1}{2}{3}"", now.Day, now.Month, now.Year, now.Hour);
</code></pre>

<p>This gives me: </p>

<pre><code>test = ""242200915""
</code></pre>

<p>But I'd like to have something like:</p>

<pre><code>test = ""2402200915""
</code></pre>

<p>So the question is, how can I enforce the string formatter to output each int with the width of 2 while padding with zeroes?</p>
","65577","SDD","60761","Ian Nelson","2009-10-28 19:47:25","2013-08-13 17:23:42","How to enforce minimum width of formatted string in C#","<c#><.net><string><formatting>","3","0","","",""
"239746","1","239751","","2008-10-27 12:41:56","","6","5004","<p>What is the correct way to check if a value is a date/number in Delphi?</p>

<p>I know other languages have functions like isDate and  isNaN, but what is the Delphi equivalent? at the minute I have this</p>

<pre><code>function isNumeric(s1:string):boolean;
begin   
   // will throw exception if its not a number
  // there must be a better way to do this!!
  try
     StrTofloat(s1);
       result :=  TRUE ;
     except
       result := FALSE;
      end;
end;
</code></pre>

<p>But throwing exceptions cant be good, and it makes debugging hard as I keep seeing the exception dialogue every time the code is called.</p>
","2098","Re0sless","","","","2018-07-11 21:27:50","What is the correct way to check if a value is a date/number in Delphi","<delphi>","6","0","1","",""
"181701","1","","","2008-10-08 07:39:08","","36","5004","<p>Has anyone used Mono, the open source .NET implementation on a large or medium sized project? I'm wondering if it's ready for real world, production environments. Is it stable, fast, compatible, ... enough to use? Does it take a lot of effort to port projects to the Mono runtime, or is it really, really compatible enough to just take of and run already written code for Microsoft's runtime?</p>
","26053","John Smelty","4977","Cody Brocious","2008-10-08 07:48:06","2009-06-13 11:35:37","Should I use Mono on a real project?","<c#><mono><enterprise>","8","0","17","",""
"245155","1","246251","","2008-10-28 22:42:27","","7","5004","<p>I have an MXML file, which references an external script file for all its event handlers:</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;mx:Application xmlns:mx=""http://www.adobe.com/2006/mxml"" layout=""absolute""&gt;
    &lt;mx:Script source=""LoginExample.as"" /&gt;
    &lt;mx:Button id=""btnGoodLogin"" click=""btnGoodLogin_onClick()""  label=""Good Login"" enabled=""true"" y=""28""/&gt;
    &lt;mx:Button id=""btnBadLogin"" click=""btnBadLogin_onClick()""  label=""Bad Login"" enabled=""true"" y=""28"" x=""112""/&gt;
    &lt;mx:Button id=""btnLogout"" click=""btnLogout_onClick()""  label=""Logout"" enabled=""true"" y=""28"" x=""219""/&gt;
    &lt;mx:Button id=""btnCheck"" click=""btnCheck_onClick()""  label=""Check"" enabled=""true"" y=""28"" x=""325""/&gt;
    &lt;mx:Text id=""txtResult""  y=""58"" width=""263""/&gt;
&lt;/mx:Application&gt;
</code></pre>

<p>The external file defines the handlers:</p>

<pre><code>// LoginExample.as
import flash.events.*;
import flash.net.*;
function btnGoodLogin_onClick():void
{
   // ...
}
function btnBadLogin_onClick():void
{
  // ...
}
// etc. for other handlers
</code></pre>

<p>Every single one of these handlers, plus every other function defined in the script, results in a warning message from the compiler:</p>

<blockquote>
  <p>1084: function 'btnBadLogin_onClick'
  will be scoped to the default
  namespace: LoginExample: internal.  It
  will not be visible outside of this
  package.  LoginExample/src    LoginExample.as line
  27    1225162212118   189</p>
</blockquote>

<p>What's the best way to get rid of these warnings?</p>
","4540","Eric","","","","2008-10-29 09:40:40","default namespace scope warning (1084) in Flex script file","<apache-flex><actionscript-3><mxml>","1","0","","",""
"325126","1","325151","","2008-11-28 06:02:38","","8","5004","<p>I'm adding some functionality to my site so that users can upload their own profile pictures, so I was wondering about whether to store them in the database as a BLOB, or put them in the file system.</p>

<p>I found a question similar to this here: <a href=""https://stackoverflow.com/questions/3748/storing-images-in-db-yea-or-nay"">Storing images in DB: Yea or Nay</a>, but the answers given were geared more towards people expecting many many thousands or even millions of images, whereas I'm more concerned about small images (JPEGs up to maybe 150x150 pixels), and small numbers of them: perhaps up to one or two thousand.</p>

<p><strong>What are the feelings about DB BLOB vs Filesystem for this scenario?</strong> How do clients go with caching images from the DB vs from the filesystem?</p>

<p>If BLOBs stored in the DB are the way to go - is there anything I should know about <em>where</em> to store them? Since I imagine that a majority of my users won't be uploading a picture, should I create a <code>user_pics</code> table to (outer) join to the regular <code>users</code> table when needed?</p>

<hr>

<p>Edit: I'm reopening this question, because it's <em>not</em> a duplicate of those two you linked to. This question is specifically about the pros/cons of using a DB or FS for a SMALL number of images. As I said above, the other question is targeted towards people who need to store thousands upon thousands of large images.</p>
","9021","nickf","-1","nickf","2017-05-23 10:27:51","2019-09-27 05:24:00","Storing a small number of images: blob or fs?","<database><image><blob>","8","0","5","",""
"610603","1","611718","","2009-03-04 13:45:15","","0","5004","<p>I have a date value, which I'm told is 8 bytes, a single ""long"" (aka int64) value, and converted to hex:</p>

<pre><code>60f347d15798c901
</code></pre>

<p>How can I convert this and values like this, using PHP, into a time/date?  </p>

<p>Converting it to decimal gives me:
96 243 71 209 87 152 201 1</p>

<p>A little more info: the original value is a C# DateTime, and should represent a time/date about 2 or 3 weeks ago.</p>
","69986","lynn","69986","lynn","2009-03-04 14:07:33","2009-03-04 17:56:34","Help me translate long value, expressed in hex, back in to a date/time","<php><datetime><hex><long-integer>","5","0","","",""
"51680","1","51860","","2008-09-09 11:48:24","","5","5004","<p>Does anyone have a decent algorithm for calculating axis minima and maxima? </p>

<p>When creating a chart for a given set of data items, I'd like to be able to give the algorithm: </p>

<ul>
<li>the maximum (y) value in the set </li>
<li>the minimum (y) value in the set </li>
<li>the number of tick marks to appear on the axis </li>
<li>an optional value that <strong>must</strong> appear as a tick (e.g. zero when showing +ve and -ve values)</li>
</ul>

<p>The algorithm should return</p>

<ul>
<li>the largest axis value </li>
<li>the smallest axis value (although that could be inferred from the largest, the interval size and the number of ticks)</li>
<li>the interval size </li>
</ul>

<p>The ticks should be at a regular interval should be of a ""reasonable"" size (e.g. 1, 3, 5, possibly even 2.5, but not any more sig figs). </p>

<p>The presence of the optional value will skew this, but without that value the largest item should appear between the top two tick marks, the lowest value between the bottom two. </p>

<p>This is a language-agnostic question, but if there's a C#/.NET library around, that would be smashing ;) </p>
","2902","Unsliced","-1","","2008-09-09 21:13:47","2008-09-30 11:31:08","Graph (Chart) Algorithm","<algorithm><charts><graph>","3","1","3","",""
"43466","1","43479","","2008-09-04 10:41:16","","2","5005","<p>I know 'best' is subjective, so according to you, what is the best solution for the following problem:</p>

<p>Given a string of length n (say ""abc""), generate all proper subsets of the string. So, for our example, the output would be {}, {a}, {b}, {c}, {ab}, {bc}, {ac}. {abc}.</p>

<p>What do you think?</p>
","380","Vaibhav","142162","Konrad Rudolph","2011-09-22 15:49:40","2014-01-23 06:11:42","What't the best solution for creating subsets of a set of characters?","<algorithm>","6","0","2","",""
"635993","1","636055","","2009-03-11 19:28:22","","4","5005","<p>What is a good Perl module (or good approach) that returns all the valid calendar dates between a start date and an end date?</p>

<p>For example, if I have 1/29/2009 as a start date and 2/3/2009 as an end date then I would like it to return an array of 1/30/2009, 1/31/2009, 2/1/2009, and 2/2/2009.  There must be a good Perl module that already does this and accounts for leap years, months, but I can't find it.</p>

<p>Thanks for your suggestions!</p>
","76836","NoahD","4727","Leon Timmermans","2009-03-11 19:45:24","2009-03-13 00:07:58","What is a good way to determine dates in a date range?","<perl><data-structures><datetime>","6","0","1","",""
"346883","1","346900","","2008-12-06 22:13:27","","3","5005","<p>I've got an existing site I'm taking over, and right now it stores, in a session variable, the id of the currently logged in user (if logged in at all -- otherwise I'm sure it is empty string or null or something).</p>

<p>The client now wants, after someone is logged in, to ""keep"" them logged in on that computer for an indefinite amount of time.</p>

<p>ASP.net Sessions have a maximum idle time of 1 day, I believe.  The website isn't written all that well in the Flash portion (whole front end is flash) and the flash will process a login, then, as long as the flash isn't reloaded, assume that the user is still ""logged in"".</p>

<p>I think my solution is to ALSO store a client side cookie with some GUID value and hold in the database the associated user id...sort of like a session that never expires.  So, when the page is loaded, I can check my cookie, use that to select the userid out of the database, and if we find one, then set the session value that says user 23 is logged in.</p>

<p>Does anyone see any issues with this perspective?  Would you recommend something different?  I really don't want to refactor a bunch of the existing code, but just slip this in on top...</p>

<p>PS -- security is not really a concern.  The only reason they have people log in is so we can track orders by a person, but no money changes hands through this website.  There is also no personal information that a user can view or edit, either.</p>
","232","Matt Dawdy","","","","2009-03-06 16:39:13","ASP.Net session and cookies for keeping someone logged in","<asp.net><session><cookies>","5","0","","",""
"615678","1","1101633","","2009-03-05 17:02:23","","6","5006","<p>The Kindle has <em>lit</em> a personal interest in reading my various content on it, but generally I've been unsatisfied with the conversion tools available and the lack of cohesive documentation on the formats.  My question ...</p>

<p><strong>Do you know of any resources, tools, and/or projects for generating <code>AZW</code> files?</strong></p>

<p>I've come across a fair amount of information on <a href=""http://wiki.mobileread.com/wiki/PRC"" rel=""nofollow noreferrer""><code>PRC</code></a>/<a href=""http://wiki.mobileread.com/wiki/MOBI"" rel=""nofollow noreferrer""><code>MOBI</code></a> files (<a href=""http://www.mobipocket.com/dev/"" rel=""nofollow noreferrer"">Mobipocket</a>) and its source, <a href=""http://www.openebook.org/"" rel=""nofollow noreferrer"">Open eBook</a>, but there are certain navigational capabilities that I have not found how to duplicate.  Specifically when you're reading a Kindle-provided blog, you can skip entire posts by pressing right or left on the stick.</p>
","9642","Neil C. Obremski","1228","","2013-08-05 12:54:57","2013-08-05 12:54:57","Are there any tools or projects for generating AZW files?","<kindle>","6","0","6","",""
"24885","1","27667","","2008-08-24 06:47:47","","34","5006","<p>I read a lot about the possibilities of <a href=""http://aws.amazon.com/"" rel=""nofollow noreferrer"">Amazons Cloud</a> computing, like <a href=""http://aws.amazon.com/s3"" rel=""nofollow noreferrer"">S3</a> or <a href=""http://aws.amazon.com/ec2"" rel=""nofollow noreferrer"">EC2</a> and I wondered if someone actually uses this for mission-critical applications. Do you host your company website in the cloud? Do you store files there? Do you run your build servers in the cloud?</p>

<p>There are already some services like <a href=""https://www.scalr.net/"" rel=""nofollow noreferrer"">Scalr</a> or <a href=""http://weoceo.weogeo.com/"" rel=""nofollow noreferrer"">WeoCeo</a> that could help you with this task, but I don't know if management is already at the point where this is a real issue...</p>

<hr/>

<p><strong>edit</strong> I'd like to add another point: Do you think, there are <em>hidden</em> issues in the AWS licenses that would keep you (and/or your company) from outsourcing applications or even parts of applications into the cloud?</p>

<p><strong>edit</strong> Do you know about some statistics comparing the overall outage times of S3 or EC2 and your own or 3rd party hosting services?</p>
","834","cringe","352841","Stu Thompson","2012-05-02 22:22:58","2012-05-02 22:22:58","Do you use Amazons Cloud services for your company?","<amazon-s3><amazon-ec2><cloud>","8","2","18","2012-10-10 11:08:19","2008-09-02 06:41:39"
"420945","1","421384","","2009-01-07 16:18:40","","9","5006","<p>I'm just coming up the learning curve for Java SE &amp; have no problem with the usual Java convention for package names, e.g. <code>com.example.library_name_here.package_name_here</code></p>

<p>Except.</p>

<p>I've been noticing a failure to abide by this in some fairly well-known packages.    </p>

<ul>
<li><a href=""http://jline.sourceforge.net/"" rel=""noreferrer"">JLine</a>: <code>jline.*</code></li>
<li><a href=""https://sourceforge.net/projects/jacob-project/"" rel=""noreferrer"">JACOB</a>: <code>com.jacob.*</code> (there is no jacob.com)</li>
<li><a href=""https://github.com/twall/jna/"" rel=""noreferrer"">JNA</a>: <code>com.sun.jna.*</code> (disclaimer on the site says NOTE: Sun is not sponsoring this project, even though the package name (com.sun.jna) might imply otherwise.)</li>
</ul>

<p>So I'm wondering, are there instances where the usual reverse-domain-name convention breaks down, and there are good ways to get around it? The only cases I can think of revolve around domain-name ownership issues (e.g. you change the project hosting/domain name, or there's already a well-known package that has ""squatter's rights"" to your domain, or your ownership of the domain runs out &amp; someone else snaps it up).</p>

<p>edit: if I use my company's domain name, and we are bought out or have a spin-off, what should we do with package names? keep them the same or rename? (I suppose renaming is bad from the point of view that compiled classes referring to the package then lose)</p>
","44330","Jason S","13531","mmyers","2009-01-07 16:30:32","2009-01-07 18:15:06","java package name convention failure","<java><naming-conventions>","6","1","","",""
"283931","1","284303","","2008-11-12 13:33:41","","1","5006","<p>Could somebody please explain to me what happens here?<br>
I am creating a binding in code.  </p>

<p>The target object is a UserControl<br>
The target property is a boolean DependencyProperty<br>
The source object is a FrameworkElement and implements INotifyPropertyChanged<br>
The source property is of type ObservableCollection  </p>

<p>What happens:</p>

<ul>
<li><p>The binding is created in code, the result BindingExpressionBase looks fine, the mode is OneWay, the target value gets set correctly (at this time)</p>

<p>Binding b = new Binding();<br>
b.Path = ""SourceProperty"";<br>
b.Source = SourceObject;<br>
BindingExpressionBase e = this.SetBinding(TargetProperty, b);  </p></li>
<li><p>The source property then gets changed as a result of another databinding. The UserControl tries to fire the PropertyChanged event.</p></li>
<li><p>....but nobody is listening. PropertyChanged is null.</p></li>
</ul>

<p>I am sure that nothing else is assigned to the target property, so it should still be bound. Why is the binding not listening for the PropertyChanged event?</p>
","6601","Jaroslav Kl&#237;ma","","","","2013-06-12 16:16:55","Silverlight - Data binding not listening for PropertyChanged event","<silverlight><data-binding>","2","0","1","",""
"449650","1","449674","","2009-01-16 06:13:26","","3","5007","<p>I was reading about DoS attacks on Apache servers but the ""Brute Force"" word pops up sometimes I know DoS attacks but ""Brute Force"" seems to be similar, is there a difference or it is just another word of DoS?</p>
","55750","Sulaiman","2246344","Jeremy Ruten","2014-08-17 20:41:25","2014-08-17 20:41:25","What is the difference between DoS and Brute Force attacks?","<apache><security>","5","0","4","",""
"37971209","1","37971210","","2016-05-23 13:14:35","","6","5007","<p>I am using a BitBucket private repo for hosted source-control. I would like to use the issue tracker to manage and assign issues amoungst the team. </p>

<p>With JIRA, the names of branches and issues are linked. </p>

<p>For example, <code>ISSUE-123</code> would automatically recognise branch <code>bugfix/ISSUE-123</code> as related, and display it in GUI. </p>

<p>Does the built-in issue tracker for BitBucket support this functionality? If so, how should I name my branches so that they are linked? </p>
","1256041","sdgfsdh","","","","2016-11-15 15:29:52","How can I link branches with issues in BitBucket?","<git><issue-tracking><bitbucket>","2","1","","",""
"372907","1","372924","","2008-12-16 21:56:23","","4","5007","<p>How do I maintain the scroll position of the parent page when I open new window using window.open()?  The parent page returns to the top of the page.</p>

<p>Here is my current code:</p>

<pre><code>&lt;a href=""#"" onclick=""javascript: window.open('myPage.aspx');""&gt;
   Open New Window
&lt;/a&gt;
</code></pre>
","26327","Michael Kniskern","","","","2009-07-01 06:55:38","Maintain scroll position in Javascript window.open()","<javascript>","4","0","","",""
"371112","1","398242","","2008-12-16 12:10:56","","1","5008","<p>Using the CRM views, is there a way to retrieve a list of all of the activities linked to a specific account?</p>

<p>I want it to retrieve not only those associated with the account directly, but also those associated with the account's contacts, cases, etc. I am trying to replicate the list generated when you click the Activities option from within an account.</p>

<p>So far I have retrieved the contacts for the account and their activities. I also noticed that CRM doesn't seem to always return what I expect. Sometimes activities related to contacts of the account are not displayed. Other times, emails / appointments that are logically related to the account but have nothing in their regardingobjectid field are shown.</p>

<p>I am hoping this doesn't mean creating the mother of all joins or querying each activity type separately. Particularly because I need all of the related case activities, opportunity activities, etc.</p>
","44938","Baffled by ASP.NET","73785","Baffled by ASP.NET","2011-05-04 14:15:43","2013-05-23 19:48:35","How can I retrieve a full list of account activities with the Dynamics CRM Views?","<dynamics-crm>","3","0","","",""
